word,slope,mean,intercept,change,approachmid,approachstd
had,-0.0542493841824,4.44367763659,107.342778839,-2.58822106722,8.6663577257,0.0734209706181
was,0.045945523436,-2.75707782629,-89.6914584774,4.37928473369,4.88932776009,0.210516960676
said,-0.0428519354246,-0.22187434561,80.3259494884,-5.5764355591,-6.16836236637,-0.21249698272
wrote,0.06853072161,-2.66414605651,-132.073560137,4.6447238254,6.25731269146,0.301507036319
life,0.0822877285372,2.60322425376,-151.490428412,2.7462336066,-1.58770124366,-0.109137155707
father,-0.00749113717681,13.904859234,30.9418165446,-6.68803914154,2.8867727482,0.112275660148
made,0.0271337598971,-6.56203859813,-58.9520775515,4.70476459455,5.44079025581,0.33958995211
took,0.0810887137682,-5.57956442378,-159.160866275,8.56493118234,12.0422638717,1.11076363074
went,0.0756702100083,-0.536506998204,-142.861547103,6.03052684738,2.84749503365,0.243484410881
died,0.141373654074,-1.58578832286,-267.690239891,13.3518428081,15.4823583659,0.624372075223
says,0.055064326498,-3.68914397825,-108.327140832,5.9949225679,7.77853480951,0.633925215202
came,0.0396071385087,-2.21361779838,-77.1203182003,2.81662547394,4.66772239159,0.333676002636
wife,-0.0731582315689,-16.3432242641,117.59806704,1.34368020356,-3.74010693875,-0.347201425697
death,-0.027495111167,0.999727066748,52.8854013751,-2.80967323723,4.7099344408,0.239525873053
friends,0.0700743750393,-2.64463421153,-134.901673619,5.0183645732,7.94996486972,0.679799309383
found,0.0348628694334,-1.07990139054,-66.8292384017,3.472371529,2.62304746786,0.0907379415126
was-born,-0.00259645169489,-2.66722934229,1.62888970194,2.60844445846,-1.36493039595,-0.067983297363
received,0.0400349880137,-3.90779019696,-79.9935322623,4.5457214206,6.46270252984,0.738097824388
left,0.0165117677392,-1.92648284116,-33.3677810737,2.2945335828,2.18806936904,0.178614837856
son,-0.0401413086163,5.00583057574,81.6703758991,-5.36039551467,5.60194776875,0.40661798096
mother,0.050122526184,21.0339066497,-68.5756172364,-6.0890849792,2.624111307,0.153162966481
told,-0.0574265338186,2.76480379884,111.322433119,-5.15204786425,5.74722068895,0.344739769175
gave,0.0524231128337,-1.70096308873,-100.584303002,3.5674729977,6.24779569164,0.666433878626
thought,0.0513720618801,-2.77307759134,-99.9545111232,4.17689924734,6.84637626515,0.655108641952
work,-0.00287974767541,-3.25727901129,1.379578867,-0.930413294122,0.950227819809,0.116328911572
has,0.0179004874498,0.751824006733,-32.7197893609,-0.136940507973,-1.08992918953,-0.0966683952234
returned,0.0495490639477,-3.12015274407,-96.950131388,5.21798749125,5.9985723516,0.630756356602
knew,0.0318136084182,0.307190690098,-59.4460266052,0.78725156993,1.84199390142,0.202756269196
was-told,-0.0279500903754,3.68033823385,57.0283453831,-1.5651428632,1.95569318382,0.0722474680358
did,0.0408664398204,-2.13978885147,-79.4330394636,3.33042650524,5.90802593379,0.823698207018
mind,-0.0500161250369,3.41916312462,98.1927150984,-7.003501439,7.11072994945,0.597434349246
brother,0.0066258428906,4.66735836582,-6.70473896418,-1.77446756775,0.303356191496,0.0304263255949
is,-0.0257520660254,5.3171394315,55.0166490683,-4.33738671467,5.64651642112,0.288800985045
saw,-0.00222695555793,1.26756110251,5.76033943474,-0.670092901801,0.412294158783,0.0796225283872
married,0.0030194302988,3.68692478523,-1.0862007534,0.117503804392,1.26466473648,0.101550989262
man,-0.00606453252055,-10.4380048128,-1.32600851968,3.72091825559,3.4728259177,0.720226380009
began,0.0208481496405,-1.75421261389,-41.352468368,1.68802898336,2.95812320775,0.65530248024
felt,0.00516309508137,4.02977805737,-4.74479450221,-1.63776306659,1.80521336166,0.24576052371
family,0.0119147500688,0.342825618975,-21.9762309771,0.628021499137,-1.26841389556,-0.159338646603
friend,0.0288285115362,-1.54190148415,-56.0762050673,2.31704349356,3.6210700848,0.379337163368
sent,-0.0223802683746,-0.898904485897,40.9810071364,-0.838439345931,-2.05140999376,-0.148655465463
name,0.0123258041345,-0.998889685104,-24.375932518,0.761952454996,1.23866975473,0.176622313463
continued,0.0339887436324,-2.55205291946,-67.0060697711,3.16354603898,4.93510696835,0.462050343582
was-see,-0.0294361145868,2.59375853338,58.5942152411,-3.33682341758,1.37325690996,0.149559108931
have,-0.00742345383674,2.07928689876,16.4844385546,-1.01396679535,2.11989482276,0.20500769442
lived,0.0164472754388,1.33174055156,-29.2931999189,-0.0169667439755,-1.00535513462,-0.152044561346
return,0.0428677063293,-3.1103807493,-84.3781220482,4.97072906943,7.13421084955,0.713349177812
entered,0.0177344209891,-4.02798146317,-38.249557168,2.94175316172,3.69604977827,0.825982791084
husband,-0.0398531494979,57.2237400846,147.510721946,-28.217440749,19.5613863703,0.834769102043
letter,-0.000124831530135,-0.381017577108,-0.227482877748,-0.100768684707,-1.0456288562,-0.132898990331
character,0.0326612794679,-0.884700279242,-62.4746824371,2.25862057376,3.54306134869,0.335327224776
works,0.060197617385,-6.3946673111,-121.032152861,6.78162679056,9.55659708846,0.95444156877
career,-0.0204816650835,-3.88844235269,33.667943332,-0.353612199897,-0.532490841152,-0.126059525892
asked,-0.00109056329813,0.421606936813,2.58103849055,-0.93425885916,0.100133053419,0.02338275715
home,-0.0496757004566,4.43776302605,98.9014486378,-5.53888261286,5.78805105322,0.187852355134
