word,slope,mean,intercept,change,approachmid,approachstd
had,0.766519218888,-19.2079091863,-1450.72592984,38.7624167398,60.6086063316,0.852327173455
was,0.487504841043,-11.9973491115,-922.307688129,26.6668432888,37.77335314,0.910492521489
said,0.389976730163,-4.30776538454,-730.249904865,11.30327601,24.1255543362,0.392336250299
life,0.356891784099,-5.97756400769,-670.93317373,13.106489344,24.9799366717,0.970352137001
father,0.173970681752,-3.34115638609,-327.853730748,5.44470027092,13.8016741771,0.465284228725
made,0.29102392525,-7.92466363803,-551.81107894,13.9591547888,25.8725983895,1.13928498025
says,0.243595027158,-5.41741556081,-461.195026658,12.4219928694,17.5425232869,0.714837633569
wrote,0.321165462526,-4.80365526711,-603.018402189,14.8818540833,20.1803148655,0.737716403853
died,0.294880618088,-13.3013603271,-568.139173983,21.2460013988,37.2862598858,0.735682085648
took,0.199222922615,-5.58690133982,-378.007124649,10.8020918259,16.5084644644,0.859417945452
was-born,-0.154376749145,-8.38615408388,272.384831082,3.5570078615,7.26946508624,0.252345737693
went,0.244462985518,-1.08746090035,-454.584469972,5.23283647478,13.3349867611,0.598451882307
came,0.246918587425,-0.897631223109,-458.828381497,2.47446622931,14.9003569667,0.450882181406
death,0.194405522204,-5.60452912685,-369.111771047,9.93551032522,17.6451337269,1.08065087287
wife,0.150490067659,0.990189148136,-277.287422799,-0.681237672087,5.60792238725,0.244618404728
friends,0.256160494043,-3.57562676956,-480.3963844,9.05585917898,15.7251576208,0.814227439859
received,0.178895809963,-6.2852881529,-341.474936128,10.751919807,18.1544941046,1.14796358112
son,0.133770380381,-1.73429235632,-250.915383555,5.48784870295,7.88297564216,0.401727786981
found,0.200311134354,-2.76283706399,-375.488493519,6.86271123722,13.0237450475,0.754872073466
left,0.149083479936,-2.90540169782,-280.920175453,6.23383707812,11.2399872539,0.625604916769
has,0.112087397523,-2.52604249129,-211.843011804,4.55123621499,7.17510921138,0.407470475341
gave,0.206344949646,-4.00878012943,-388.665942094,8.67820840838,15.2674312202,1.11400039636
is,0.11703829896,0.0176400663701,-216.930597609,1.42841187179,5.57855017693,0.248523836555
thought,0.218245190916,-4.20568612887,-411.02587291,8.55885246027,15.9889696031,0.889645415705
mind,0.0493948296489,-0.125752838369,-91.7260070681,0.402049888025,3.30922676116,0.146135351718
man,0.0109646179774,-3.61108137519,-26.1553101345,4.37735580195,5.87504198417,0.67147439788
returned,0.129836746382,-3.55681607617,-246.419896702,6.01499100555,10.9050505073,0.861385625149
married,-0.0593539681609,-3.16821800125,104.80240956,0.439939533171,2.94645813452,0.212374189243
work,0.0979481395673,-1.03895625768,-183.523938427,2.11263923717,5.49265036618,0.532675329901
did,0.124058289686,-3.65428894266,-235.775883479,7.00410127237,10.3056917944,1.01726270631
brother,0.143394564318,-0.984268367542,-267.424682668,4.1581501277,7.02257420467,0.457885529915
mother,0.153408969179,4.39404380965,-277.166384002,-3.68821251036,1.16887752617,0.0596025767815
knew,0.0814203116961,-0.560378667074,-151.857213606,1.7254060915,4.6825124626,0.240602918876
friend,0.179219359126,-2.02264339809,-335.442535155,5.65489695658,11.1546511918,0.663418250262
name,0.0789437727169,-2.57810190436,-150.373372929,4.91331651298,6.82356186344,0.549568838105
saw,0.0659211531591,-0.822904241885,-123.724808525,2.8507786057,4.20717539548,0.417865991197
told,0.189045369535,-0.742713062926,-351.572753842,4.22932010127,8.10852353265,0.433370186898
sent,0.122081169504,-1.86311384024,-229.452948996,5.17257104532,6.96369526875,0.592190952529
family,0.108533937763,1.02577167022,-199.505005822,-0.479056749542,4.49786213927,0.2241807512
character,0.14532913825,-3.83334053209,-275.475958889,7.1527324412,12.9076806434,0.806247741379
entered,0.0401563218868,-3.09196396275,-79.5125756891,3.64007278627,6.50768856756,0.92653963462
began,0.0575280282782,-2.16613857348,-110.146873893,2.5452910573,6.29421169274,0.825450942153
was-told,0.200460480694,-1.81127900752,-374.343753559,5.32756425109,10.1821975921,0.475970826186
continued,0.0991863822523,-4.32745001714,-190.777982645,6.00572481426,11.5758842918,0.801848422117
return,0.10197518044,-2.19733694764,-192.646444464,5.16217339357,7.16512753546,0.534244905004
lived,0.0964803841196,-1.80195713654,-181.940417084,3.64015480144,6.28333137088,0.786972881216
letter,0.0389274704172,-2.40394336232,-76.0539922008,4.36920552797,5.71115797639,0.388623296378
works,0.138484537941,-4.68729179345,-264.407955583,8.27366640513,13.2065619302,0.812891512785
was-appointed,0.104728831942,-5.81081209758,-204.021334965,8.74868389892,11.6604983499,0.667246196183
have,0.103788561333,-2.04959538318,-195.546780717,4.82090901531,6.67316543801,0.611373227036
felt,0.0481691493617,0.993761782983,-87.6700027562,-0.104484459355,1.12430550814,0.102273191165
was-elected,-0.0497591103995,-3.97520727106,85.5139927587,3.69908780187,3.16302645401,0.399400962214
time,0.0460334076149,-2.03772945613,-88.6336194709,2.6972251123,5.27314188132,0.364109099487
career,-0.040076690414,-2.55559008833,70.0456828877,1.78281080772,2.44584720742,0.451672973134
member,-0.0862456478338,-2.95364032621,155.083855953,-0.325968719986,2.11563620527,0.280918947631
writes,0.121148045418,2.12924897998,-221.213432426,-0.273392035449,2.0294949588,0.128655188163
home,0.0609661732456,1.62034715044,-110.381614241,-3.6213480413,1.16494762901,0.0947532356686
house,0.082244928811,0.173974394906,-152.219098601,1.08511579309,3.25532441149,0.211547936421
was-see,0.0935636945073,0.290375819187,-173.099990259,1.20514893837,3.93965544246,0.379538192438
held,0.0335441522818,-2.72245068334,-66.6997573933,4.12954156861,5.12483920489,0.862577038315
letters,0.113239937669,0.0198010814244,-209.948590932,1.77365672214,5.78420185018,0.415458085907
was-married,-0.0858868958098,-0.799905792857,158.029681366,-2.03403295958,1.75640131101,0.111091026044
way,0.0741506971037,-0.648989339901,-138.482000089,1.16957982177,4.75222046001,0.333667546776
hand,0.0923847989727,-0.980329836332,-172.866174975,2.67568670437,6.03022415986,0.692139604443
replied,0.127918508611,-2.16317251045,-240.597913123,4.31453382031,8.55961520054,0.653242902021
country,0.127793520941,-4.63360090236,-244.162060381,8.29540363477,13.333493904,1.17042313441
army,0.100423419599,-5.39696624677,-195.125761608,9.11488974236,11.3023447586,0.927587545475
served,-0.0396754891169,-2.77696894271,68.8702321618,1.6531129299,2.20568435396,0.28322077968
own,0.0596440360766,-0.919405625766,-111.959663152,2.18044160018,3.90433105153,0.370969811962
was-sent,0.0854275949995,-2.53986839514,-162.738769335,5.28948173212,6.21016260747,0.96666579886
remained,0.018979522704,-1.98799619718,-38.4786021257,2.40954232087,3.61576722703,0.723023813353
majesty,0.179657862322,-4.45883730381,-340.646537342,9.08210681806,12.3305279037,0.643676539451
met,0.0665853331476,-0.887506015277,-124.880060315,2.27128255764,3.98202750467,0.478257992128
was-made,0.0526079712434,-2.13299749651,-100.920107258,3.55228067343,5.31537778758,0.379626384249
called,0.066947520647,-0.767010382825,-125.323930639,2.19328016955,3.94355995404,0.531613135799
were,0.0300784542189,-0.968459822242,-57.397395422,1.31318710296,2.7632757114,0.553702910916
heart,0.0596417862006,3.57857006852,-104.696544102,-4.72556837845,0.740380281541,0.0429545522465
been,0.0621929459175,-0.9325065633,-116.742149605,2.3797172065,3.81015438611,0.649919291299
published,0.0974982262426,-4.4280198496,-188.400471956,7.33206441107,9.6105414807,0.851849803061
conduct,0.0848640368217,-3.56170659654,-163.164277468,6.44012834976,8.4970154763,0.804135974371
spoke,0.0397866220853,0.131324293182,-73.6785781191,0.249591172866,1.29017187827,0.161611816964
head,0.101775660188,-0.584817354587,-189.68189916,1.78753654428,6.08061366776,0.426440459009
husband,0.0980302788286,7.99735891625,-168.30593972,-9.81972253024,5.50715920125,0.193939338126
was-called,0.0441995112162,-1.58080590964,-84.5296495739,3.07794368045,4.22292426099,0.498910206947
passed,0.044584653411,-1.07478686375,-84.6211066443,1.72549692454,3.74532347857,0.49676549007
asked,0.0757011396753,0.0929604573634,-140.32861513,1.09427937017,3.33435306959,0.471766692085
years,0.004580883887,-0.891847549201,-9.99360503863,0.592425534794,1.72201925932,0.279400035251
position,-0.00854297043045,-1.18331322005,13.7616503848,1.4371748642,0.760722792965,0.162051981133
heard,0.082180666435,-0.630869143666,-153.335196025,2.56801647173,4.08421935036,0.584325723566
speech,0.0291508737317,-2.93573701767,-59.3183283185,4.5867668713,3.74343314257,0.405773544867
come,0.0352949008417,0.22971659408,-65.080979894,0.617025659735,1.06763081812,0.10557468816
was-asked,0.0458327688654,-0.272900520132,-85.5385060982,1.08646508799,1.78187109803,0.284534183407
used,0.0666093364113,-0.684074090153,-124.852210142,2.13681670583,3.5202388294,0.365003136215
eyes,0.0779334047885,1.70307696232,-141.690003057,-1.75971913507,2.33347158811,0.161085769746
brought,0.0521992607546,-0.69961738281,-97.8461591602,1.9542534463,2.69929024613,0.210980824174
arrived,0.0783414133932,-1.91257373581,-148.548133234,3.57426896266,5.55036072137,0.599021080314
read,0.0581243353681,-0.602291072317,-108.741664526,1.58073382275,3.56133320186,0.515158684371
done,0.0561248470163,-1.5607348212,-106.648712692,2.82423565701,4.43541712783,0.828824613989
opinion,0.0754883765686,-3.11622729313,-145.12314814,5.43875953418,7.49721135255,1.15684446291
do,0.051180568463,-0.593446113261,-95.8201503884,1.39252942454,3.75355815079,0.51668221171
parents,-0.0221300306566,0.298143734739,41.693273876,-2.36518563649,0.156538056601,0.0153941104837
set,0.0463149843327,-0.371643791509,-86.5530121829,1.06487255304,2.96696858874,0.231975559793
hands,0.0659465478742,-0.899034655064,-123.67675641,2.39669637507,3.98256030846,0.694024647741
men,0.0706522633611,-2.42826971717,-135.127757836,3.86229556318,5.69961375974,0.651714126728
views,-0.00361271159436,-1.62801582636,3.91615537362,1.93674742622,1.85071011261,0.387666537904
seems,0.0605999788015,-1.11428613551,-114.470776184,2.69269883976,3.29918675753,0.440004352541
power,0.0715232652003,-1.43086413959,-134.832649443,2.77351986343,5.83987332381,0.422102839289
put,0.0499268261143,-0.95398383959,-94.1553170448,1.90883383499,3.28503666298,0.51905751638
able,0.0594081893522,-0.629494074023,-111.197023368,2.05003011376,3.47183769507,0.61460176014
spent,0.0454361283601,0.462197375686,-83.5699117554,-0.889101794588,1.97366427162,0.152290421016
education,0.00369428346764,-1.73622309385,-9.81106379994,1.13059125479,2.90836309747,0.605216599898
declared,0.089960128249,-2.25993190617,-170.480717204,4.23813305384,6.42137255279,0.668395243339
got,0.0101659736567,-0.702080212037,-20.0634652758,1.57674087757,0.893189132447,0.0709045843827
place,0.0281894744009,-1.26851697249,-54.366246791,2.14219827388,2.73981735791,0.698915997577
health,0.0818681063307,0.6892890951,-150.63104048,-0.398551967573,3.31830653129,0.289585496557
daughter,0.0974971157882,1.91765487775,-177.643658764,-0.849132159353,1.4659572634,0.164386037155
taken,0.0267030483994,-1.00239095293,-51.1445520576,1.52099072653,2.21449027874,0.342499902113
history,0.0542819004927,-2.69236372261,-105.279434652,4.65406055514,6.17290948654,0.800791475494
take,0.0600192597499,-1.46184412697,-113.65757337,2.99847509132,4.33204284567,0.918069172331
make,0.0634803063461,-1.52131887983,-120.21977241,2.77213615927,4.81254258472,0.882172915242
succeeded,0.0352103588553,-1.66485131653,-68.2692918041,2.97880511263,3.14293212562,0.734416411841
attention,0.021405237524,-1.72460076071,-42.6023660955,2.06667303257,3.81938273229,0.946204151889
master,0.0775941786724,-1.6875430164,-146.786852849,3.2591215362,5.91028073501,0.688105926334
services,0.0245517957358,-1.96714105929,-48.9208881188,3.11230094989,3.19206883009,0.625437851367
lost,0.0468370633942,-0.851134872727,-88.3265329859,1.73027377536,3.39853739107,0.606104844179
